ProbeID	RefseqBlastZebrafishGene	RefseqBlastZebrafishNucleotide	Number of Different Genes hit with highest stringency
CUST_117_PI425730982	lhx3	NM_131208 	1
CUST_23357_PI425730982	shank3b	XM_009300190 	1
A_15_P621646	crygm2d18	NM_001002142 	1
A_15_P757180	znfl2a	NM_194390 	1
A_15_P248981	LOC556241	XM_005172242 	1
A_15_P153706	wbscr27	NM_001040381 	1
A_15_P228586	si:ch211-121a2.2	NM_001105111 	1
A_15_P266046	LOC100151262	XM_001922269 	1
A_15_P257221	fam110c	XM_005162402 	1
A_15_P157376	zgc:194409	NM_001128705 	1
CUST_7852_PI425730982	zgc:174946	NM_001114724 	1
A_15_P119215	calb2b	NM_200711 	1
A_15_P596102	kansl3	NM_001034176 	1
A_15_P706246	LOC100006636	XM_009303132 	1
A_15_P178336	chd4a	XM_005159352 	1
A_15_P182866	LOC100001286	XM_009294429 	1
A_15_P500237	pitpnc1	XM_686983 	1
A_15_P626796	tbx18	NM_153665 	1
A_15_P160221	LOC565163	XM_688448 	1
A_15_P653465	slc12a10.3	NM_001135131 	1
CUST_7869_PI425730982	tec	NM_001114743 	1
A_15_P693191	il7r	NM_001113507 	1
A_15_P102530	ugt1b5	NM_001177342 	1
A_15_P510427	ryk	NM_001083826 	1
CUST_1505_PI425731107	rpgrip1	XM_009297281 	1
A_15_P628314	xrcc5	NM_001017360 	1
A_15_P228506	dhx57	XM_001921028 	1
A_15_P728796	scpep1	NM_200192 	1
A_15_P208716	dolpp1	NM_001007061 	1
CUST_2028_PI425731064	si:dkey-230p4.1	XM_687458 	1
A_15_P403400	ctdsp1	XM_009304902 	1
A_15_P180321	asb14	XM_691697 	1
A_15_P130516	lmx1bb	NM_001025167 	1
A_15_P299401	sc:d217	XM_005161672 	1
A_15_P193721	tspan5a	NM_001006047 	1
CUST_7565_PI425730982	mri1	NM_001111238 	1
A_15_P664581	cpsf1	NM_001114681 	1
A_15_P198839	myl12.2	NM_001130589 	1
A_15_P190251	slc35d2	XM_003199035 	1
CUST_1269_PI425730982	hps4	NM_200326 	1
CUST_2455_PI425730982	asb13a.1	NM_001002528 	1
CUST_13557_PI425730982	eml4	XM_009307063 	1
CUST_2683_PI425730982	cyp8b1	NM_001003736 	1
CUST_1367_PI425730982	efr3a	NM_200827 	1
A_15_P204486	LOC556780	XM_005158174 	1
A_15_P138987	LOC103909620	XR_659619 	1
CUST_671_PI425731064	ppp1r9bb	XM_009306518 	1
CUST_14154_PI425730982	vcana	XM_002662086 	1
CUST_3394_PI425730982	zgc:101040	NM_001003588 	1
A_15_P417155	cmpk	NM_213109 	1
A_15_P104973	btg3	NM_001007351 	1
A_15_P180561	gig2i	NM_001258225 	1
A_15_P110339	dgat1b	NM_001002458 	1
A_15_P120077	jmjd6	NM_170761 	1
A_15_P112087	flrt3	NM_001256646 	1
A_15_P469785	zgc:163098	NM_001089532 	1
A_15_P134986	uba52	NM_001037113 	1
A_15_P160476	dido1	NM_001079955 	1
A_15_P674731	gas2l1	XM_695912 	1
A_15_P238421	dennd1a	XM_678885 	1
A_15_P101351	tfec	NM_001030105 	1
A_15_P345880	pkp3a	NM_001045280 	1
A_15_P108197	zc3h18	NM_001044339 	1
A_15_P627836	ewsr1b	NM_212630 	1
CUST_13454_PI425730982	rhobtb1	XM_009300700 	1
A_15_P626496	calca	NM_001002471 	1
A_15_P493767	si:ch73-252g14.4	NM_001100029 	1
A_15_P162166	zgc:110697	NM_001017864 	1
A_15_P111161	dimt1l	NM_001003556 	1
CUST_2721_PI425730982	eepd1	NM_205759 	1
A_15_P551412	LOC569655	XM_009295065 	1
A_15_P154861	pus7	NM_001122698 	1
A_15_P624526	stxbp6l	NM_001020738 	1
A_15_P146036	wscd2	NM_001109769 	1
CUST_22504_PI425730982	si:rp71-36a1.3	XM_009295988 	1
A_15_P148121	armc7	NM_001076599 	1
A_15_P139891	or111-3	NM_131748 	1
A_15_P190726	LOC556124	NM_001007136 	1
CUST_5431_PI425730982	mdm1	NM_001044820 	1
A_15_P346540	ildr1a	NM_200393 	1
A_15_P215521	LOC100150229	XM_001923522 	1
A_15_P114858	gng2	NM_001044318 	1
A_15_P733466	zgc:85975	NM_213265 	1
A_15_P639441	zgc:76887	NM_212880 	1
A_15_P276496	LOC793439	NM_001109770 	1
CUST_7750_PI425730982	csf1a	NM_001114480 	1
A_15_P117042	st13	NM_199769 	1
CUST_22585_PI425730982	sox8a	NM_001284432 	1
A_15_P157166	si:ch211-276f18.2	XM_009297668 	1
CUST_13560_PI425730982	LOC100537942	XM_003198848 	1
CUST_4708_PI425730982	zgc:113397	NM_001030256 	1
A_15_P460395	itga11a	NM_001172627 	1
A_15_P108176	dcn	NM_131697 	1
A_15_P183541	rap1gap	NM_001123053 	1
A_15_P735716	zgc:154055	NM_001077142 	1
A_15_P632656	apln	NM_001166124 	1
A_15_P769581	nr3c1	XM_005173120 	1
A_15_P624391	icn2	NM_001082957 	1
A_15_P111776	zgc:110340	NM_001013472 	1
A_15_P113120	serinc5	NM_213514 	1
A_15_P154636	nme2b.1	NM_130926 	1
A_15_P765811	si:busm1-194e12.12	NM_001007206 	1
A_15_P118957	olfm1a	NM_001002491 	1
A_15_P484055	LOC795026	XM_005155641 	1
A_15_P115452	ercc2	NM_200926 	1
CUST_10493_PI425730982	zgc:194215	NM_001130630 	1
A_15_P137996	si:rp71-1n18.3	XM_003200999 	1
A_15_P372755	emilin2b	XM_009303638 	1
A_15_P144246	zgc:194252	NM_001128708 	1
A_15_P655711	ptpn4a	NM_001007200 	1
A_15_P190618	rnf20	NM_001256175 	1
A_15_P571632	zgc:171929	NM_001102623 	1
A_15_P620281	psmd4a	NM_001002112 	1
A_15_P631597	med17	NM_001077574 	1
A_15_P287386	camk1ga	NM_199966 	1
A_15_P745376	usp13	NM_001098386 	1
A_15_P487365	chd3	XM_005172235 	1
CUST_2169_PI425731107	LOC101884228	XM_009303839 	1
A_15_P257651	aldh3a1	XM_001335943 	1
A_15_P565222	kdm4b	NM_001082805 	1
CUST_4797_PI425730982	zgc:136220	NM_001033722 	1
A_15_P111535	oip5	NM_001145620 	1
A_15_P267491	si:ch211-195h23.3	NM_001130402 	1
A_15_P104482	LOC793037	XM_001331870 	1
A_15_P158871	LOC101884879	XM_005164529 	1
A_15_P115674	zgc:55870	NM_200143 	1
A_15_P738266	pkma	NM_199333 	1
CUST_7719_PI425730982	lifrb	NM_001113732 	1
A_15_P732966	slc25a5	NM_173247 	1
CUST_855_PI425731107	si:ch211-218g4.2	XM_009296708 	1
A_15_P174486	slmo2	NM_199734 	1
CUST_1767_PI425730982	gdpd3a	NM_213201 	1
A_15_P197501	hkdc1	NM_001115125 	1
A_15_P661341	zgc:153932	NM_001083007 	1
A_15_P109312	ugdh	NM_001110402 	1
A_15_P197351	inaa	NM_001144784 	1
A_15_P165246	egln2	XM_682924 	1
A_15_P132338	fzd7b	NM_170763 	1
A_15_P397220	LOC100000253	XM_001336614 	1
A_15_P622881	zgc:153292	NM_001076669 	1
A_15_P508907	ivd	NM_201491 	1
A_15_P132546	kpna4	NM_201305 	1
A_15_P107926	glb1l	NM_001122856 	1
A_15_P765911	hspb8	NM_001100957 	1
A_15_P242786	acsl6	XM_009295742 	1
A_15_P544017	eprs	NM_001288652 	1
A_15_P629101	tbx20	NM_131506 	1
A_15_P202576	arid4a	NM_001031668 	1
A_15_P303161	zgc:136908	NM_001039928 	1
A_15_P112877	adssl1	NM_214820 	1
A_15_P762266	asic1c	NM_214789 	1
A_15_P256591	ninj2	XM_005164555 	1
CUST_22552_PI425730982	LOC103912026	XM_009307437 	1
A_15_P761141	LOC100151419	XM_001922145 	1
A_15_P110361	si:busm1-194e12.11	NM_001004534 	1
CUST_531_PI425730982	pdgfrl	NM_200314 	1
CUST_463_PI425731064	LOC100004988	XM_001344115 	1
A_15_P659826	rps27.1	NM_001159528 	1
A_15_P682416	zgc:173837	NM_001111233 	1
A_15_P546022	utrn	XM_009296572 	1
A_15_P475930	pip4k2ab	XM_678580 	1
A_15_P168386	v2ra17	XM_691158 	1
CUST_364_PI425731064	LOC100002756	XM_009307383 	1
A_15_P152086	pdcd6ip	NM_213360 	1
CUST_14318_PI425730982	LOC100332354	XM_002667291 	1
A_15_P719096	ssbp3b	XM_009303844 	1
A_15_P103822	rfesd	NM_001017740 	1
A_15_P103762	fam213aa	NM_001193525 	1
A_15_P688151	nptx1l	NM_212936 	1
A_15_P195966	dmrt2b	NM_001079976 	1
CUST_22250_PI425730982	gabrg2	NM_001256250 	1
CUST_10703_PI425730982	spata2	NM_001080191 	1
CUST_15452_PI425730982	si:dkey-53d10.1	XM_009304062 	1
A_15_P216966	tmem165	NM_212683 	1
A_15_P141941	il1rapl1a	NM_001077576 	1
A_15_P656806	rtn1a	XM_009307294 	1
A_15_P720246	cnih1	NM_001033106 	1
A_15_P635551	psma1	NM_001003427 	1
CUST_3977_PI425730982	zgc:110353	NM_001017785 	1
A_15_P111900	foxl1	NM_200984 	1
A_15_P100157	psme2	NM_131374 	1
CUST_10050_PI425730982	or115-5	NM_001128405 	1
A_15_P629116	cldnk	NM_001003464 	1
CUST_7659_PI425730982	trim35-39	NM_001113583 	1
CUST_779_PI425731064	dennd4b	XM_002665070 	1
A_15_P107369	fmoda	NM_001030072 	1
CUST_5997_PI425730982	atg9b	NM_001080705 	1
A_15_P171226	unc119.1	NM_212787 	1
A_15_P546002	LOC101883069	XM_009294583 	1
CUST_1695_PI425731064	c9h3orf38	XM_009304574 	1
A_15_P629266	scpp9	NM_001145245 	1
A_15_P750666	pabpn1	NM_001105132 	1
A_15_P593762	pds5a	NM_200992 	1
A_15_P103199	tmem17	NM_001098391 	1
A_15_P110726	eif3ea	NM_200839 	1
A_15_P752791	ctsc	NM_214722 	1
A_15_P377880	dazap1	NM_001173504 	1
CUST_6164_PI425730982	LOC101884490	XM_005172221 	1
A_15_P135546	xrg5	NM_001012260 	1
A_15_P140686	zgc:110046	NM_001020561 	1
A_15_P683476	dlc1	XM_005159860 	1
CUST_1137_PI425731107	col16a1	XM_009294359 	1
A_15_P732731	cd2bp2	NM_200961 	1
A_15_P195811	atp7a	NM_001042720 	1
A_15_P156441	pou6f2	XM_009297308 	1
A_15_P257791	trhra	XM_682154 	1
A_15_P552217	si:dkey-7o6.3	NM_001113603 	1
A_15_P308451	LOC556955	XM_005171466 	1
A_15_P677716	irgq1	XM_688591 	1
A_15_P183914	LOC103909713	XM_009297075 	1
A_15_P170071	shoc2	NM_001044786 	1
CUST_779_PI425730982	arih1	NM_199758 	1
A_15_P100180	nitr1a	NM_001007219 	1
CUST_4978_PI425730982	ca14	NM_001037693 	1
A_15_P703993	slc16a9b	NM_001003552 	1
A_15_P144206	wu:fb66f03	XM_002662803 	1
A_15_P696901	dnajb12b	NM_001089508 	1
A_15_P104653	tnpo1	XR_661627 	1
A_15_P150826	atp5l	NM_199757 	1
A_15_P194876	aste1	NM_001099430 	1
A_15_P235511	topbp1	NM_001199738 	1
A_15_P764591	ap3s1	NM_001005964 	1
A_15_P192161	si:ch211-278j3.3	XM_005160481 	1
A_15_P752806	krt94	NM_001077454 	1
CUST_22274_PI425730982	kcnk3b	XM_694909 	1
A_15_P667131	gcn1l1	XM_009303726 	1
A_15_P118115	ddx20	NM_001123323 	1
A_15_P168756	si:dkey-86e18.2	NM_001025492 	1
CUST_2933_PI425730982	cpt1b	NM_001005940 	1
A_15_P163916	sp3a	NM_001089498 	1
CUST_13860_PI425730982	LOC560088	XM_009293274 	1
A_15_P219826	trim35-1	NM_001018146 	1
CUST_14462_PI425730982	LOC100331050	XM_009295790 	1
A_15_P226141	LOC103911724	XM_009305155 	1
A_15_P168221	si:ch211-222m18.3	XM_002665355 	1
A_15_P203946	LOC100149482	XM_009292142 	1
A_15_P169336	arl6ip5b	NM_001002517 	1
A_15_P310086	si:ch211-214p16.3	XM_684046 	1
CUST_9450_PI425730982	rhbdl1	NM_001267587 	1
A_15_P120059	LOC100001051	XM_009299504 	1
A_15_P145536	LOC567836	XM_009301203 	1
CUST_20188_PI425730982	galr2a	XM_002664007 	1
A_15_P748646	wrb	NM_001003413 	1
A_15_P630981	puf60a	NM_001105588 	1
A_15_P189126	st6galnac5b	NM_001006662 	1
A_15_P301266	dym	XM_696033 	1
A_15_P437080	krt18	NM_178437 	1
A_15_P363105	hspa12b	NM_001042686 	1
A_15_P114838	zgc:158852	NM_001198751 	1
A_15_P714344	LOC101884852	XM_005170413 	1
A_15_P170711	mylpfa	NM_131188 	1
A_15_P553512	dhodh	NM_001008608 	1
A_15_P635661	LOC100332505	XM_002666603 	1
A_15_P119099	efnb2a	NM_131023 	1
A_15_P628416	kcnk1b	NM_001290348 	1
A_15_P490412	atxn1l	XM_001333745 	1
CUST_425_PI425731064	znf385c	XM_005163884 	1
A_15_P499442	greb1l	XM_009298047 	1
CUST_22874_PI425730982	si:dkey-205h13.1	NM_001195246 	1
CUST_2122_PI425731107	LOC565691	XM_009299766 	1
A_15_P761831	LOC103909501	XR_659452 	1
A_15_P675146	fkbp11	NM_001012249 	1
A_15_P161541	sybu	NM_001077173 	1
A_15_P175896	zgc:101048	NM_001003582 	1
A_15_P111834	ube2v2	NM_213515 	1
A_15_P745856	ablim1a	NM_001114316 	1
CUST_16136_PI425730982	zbtb39	XM_688326 	1
A_15_P156081	gb:bc139872	NM_001303023 	1
A_15_P206736	sult3st3	NM_001082876 	1
CUST_15350_PI425730982	LOC569048	XM_009303115 	1
A_15_P157221	cyb5a	NM_213135 	1
A_15_P150431	zgc:153394	NM_001076593 	1
A_15_P623788	ube2a	NM_201273 	1
A_15_P516607	kif20bb	XM_009306554 	1
A_15_P153451	ccdc127b	NM_001082883 	1
CUST_13652_PI425730982	LOC561851	XM_685254 	1
A_15_P194251	slc22a7b.1	NM_200349 	1
A_15_P199786	txndc12	NM_001020824 	1
A_15_P132441	esr2b	XM_005156974 	1
A_15_P659331	cldn8	NM_001003733 	1
A_15_P158601	tlr8b	XM_009305691 	1
A_15_P654656	zfpm1	NM_001039460 	1
CUST_1063_PI425731107	si:dkey-78l4.5	XM_009296346 	1
A_15_P111688	scrn3	NM_199738 	1
A_15_P322891	wbp4	NM_001020694 	1
A_15_P183171	tnnc1a	NM_181498 	1
A_15_P171917	hoxd9a	NM_131126 	1
A_15_P489372	plxna1b	NM_001110010 	1
A_15_P110411	rps13	NM_001002079 	1
CUST_22159_PI425730982	tnfaip2b	XM_692747 	1
A_15_P625771	adipor1b	NM_213500 	1
A_15_P164336	trpn1	NM_183349 	1
A_15_P211111	trip10a	NM_001007403 	1
A_15_P628961	il1rapl1b	NM_001142582 	1
CUST_588_PI425731064	LOC561565	XM_684977 	1
A_15_P431660	rfwd2	NM_001089542 	1
A_15_P185861	sumf1	XM_005166041 	1
A_15_P761481	flj13639	NM_203511 	1
CUST_24158_PI425730982	LOC100329773	XM_005173042 	1
A_15_P722911	aars	NM_001044310 	1
CUST_21964_PI425730982	pdzd3a	XM_680306 	1
A_15_P156836	adipoqa	XM_009297486 	1
A_15_P506872	ncbp2	NM_173249 	1
A_15_P710811	alg6	NM_001003784 	1
CUST_1145_PI425731107	vcana	XM_002662086 	1
A_15_P141481	mcm4	NM_198913 	1
A_15_P570757	LOC563670	XM_009301978 	1
A_15_P151481	atg4a	NM_001024434 	1
A_15_P501787	rnf14	NM_001002087 	1
A_15_P663436	foxn4	NM_131099 	1
A_15_P720351	inpp5l	NM_001037569 	1
CUST_4071_PI425730982	mtnr1aa	NM_131393 	1
CUST_22810_PI425730982	gpr1	XM_001343478 	1
A_15_P401095	pebp1	NM_213323 	1
A_15_P564607	b2ml	NM_213126 	1
CUST_115_PI425731107	LOC100006777	XM_001345397 	1
CUST_6140_PI425730982	LOC101886910	XM_005168604 	1
CUST_8580_PI425730982	LOC100003996	XM_001343383 	1
A_15_P205231	cpne2	NM_001045075 	1
CUST_35_PI425731064	si:ch73-343l4.8	XM_002660579 	1
A_15_P722351	snx11	NM_001044316 	1
CUST_12702_PI425730982	actc1b	NM_131591 	1
CUST_8768_PI425730982	LOC101882942	XM_005172536 	1
CUST_1125_PI425730982	rps10	NM_201146 	1
A_15_P140556	zgc:110091	NM_001017577 	1
A_15_P334124	fbxl2	NM_200106 	1
CUST_14546_PI425730982	LOC103908792	XM_009291424 	1
A_15_P169361	pim3	NM_001034978 	1
A_15_P621028	si:dkeyp-85e10.2	NM_001083065 	1
A_15_P113781	foxb1b	NM_131283 	1
A_15_P661591	pafah1b1b	NM_201346 	1
A_15_P741321	akirin1	NM_001007186 	1
CUST_1511_PI425730982	fabp3	NM_152961 	1
A_15_P105947	crygm2d15	NM_001002582 	1
CUST_6043_PI425730982	ids	NM_001080068 	1
A_15_P638881	zgc:65873	XM_005174667 	1
A_15_P723806	si:ch211-63o20.7	NM_001045121 	1
A_15_P119781	tbcd	XM_001922549 	1
A_15_P675531	lrp1aa	XM_009305755 	1
A_15_P205861	fhad1	NM_001040382 	1
A_15_P408380	LOC101886578	XM_009302050 	1
A_15_P107412	tcp11l2	NM_213020 	1
A_15_P193071	ms4a17a.16	NM_001045464 	1
CUST_10492_PI425730982	glmnb	NM_001130629 	1
CUST_2339_PI425730982	cenpn	NM_001002341 	1
CUST_509_PI425730982	dhx16	NM_200024 	1
A_15_P190851	foxo4	XM_009291168 	1
A_15_P227666	arl4cb	NM_213248 	1
A_15_P108713	uba1	NM_213062 	1
A_15_P131001	syne1a	XM_009303119 	1
CUST_4729_PI425730982	serac1	NM_001030286 	1
A_15_P100682	zgc:92040	NM_001002391 	1
A_15_P723581	LOC561719	XM_005169698 	1
CUST_1169_PI425731107	ttbk1b	XM_001340539 	1
CUST_11796_PI425730982	iqca1	NM_001098731 	1
CUST_21865_PI425730982	wu:fi33f01	XR_117863 	1
CUST_2936_PI425731107	agap1	XM_001921491 	1
A_15_P725181	mrpl39	XM_005167987 	1
A_15_P181336	aff4	XM_679235 	1
A_15_P180647	or125-7	NM_001128414 	1
CUST_22352_PI425730982	shc1	XM_005169756 	1
CUST_6325_PI425730982	LOC100004944	XM_001344086 	1
A_15_P136461	mxg	XM_009297891 	1
A_15_P178366	mybbp1a	NM_001002042 	1
A_15_P143451	slc16a9b	NM_001003552 	1
A_15_P118340	gfra2a	NM_001017996 	1
A_15_P404530	wu:fa16f04	XM_005169568 	1
A_15_P151831	zgc:103438	NM_001006036 	1
A_15_P115983	vezf1b	NM_001079963 	1
A_15_P333424	zgc:172136	NM_001111187 	1
A_15_P731276	uqcrh	NM_001037108 	1
A_15_P235566	LOC103909748	XM_009297370 	1
A_15_P734211	zgc:111868	NM_001034970 	1
A_15_P110932	slc25a14	XM_005170264 	1
A_15_P118820	arl8a	NM_001200020 	1
A_15_P222551	caskb	NM_001142376 	1
A_15_P195791	six5	NM_131720 	1
A_15_P726681	fancf	NM_001045234 	1
A_15_P655071	ar	XM_005171775 	1
A_15_P147224	mrps30	NM_001089371 	1
CUST_4530_PI425730982	e4f1	NM_001025513 	1
A_15_P185006	epha8	XM_009306263 	1
A_15_P513862	cdca7b	XM_002665462 	1
A_15_P189081	slc5a9	NM_001113605 	1
A_15_P206122	kcnk13b	NM_001025483 	1
A_15_P680516	LOC100331765	XM_002663893 	1
A_15_P621466	ipcef1	NM_001076758 	1
A_15_P627996	dhps	NM_213222 	1
CUST_2151_PI425731107	LOC563036	XM_001919256 	1
A_15_P174591	tmem115	NM_001033745 	1
A_15_P747556	zgc:77439	NM_212801 	1
A_15_P546402	faslg	NM_001042701 	1
A_15_P404495	hif1al	NM_200405 	1
A_15_P108350	krt18	NM_178437 	1
A_15_P111069	upp1	NM_001013301 	1
A_15_P758246	si:dkey-26i13.5	XM_001338142 	1
A_15_P290496	LOC793246	XM_001332939 	1
A_15_P179091	gb:bc152504	XM_005155851 	1
CUST_13855_PI425730982	ubap1l	XM_009300047 	1
CUST_13283_PI425730982	wu:fd11e11	XM_003199050 	1
A_15_P622546	shox2	NM_201196 	1
A_15_P104377	sfrp1b	NM_001083571 	1
CUST_8296_PI425730982	eif3bb	XM_009306498 	1
A_15_P195501	zgc:73075	NM_200825 	1
A_15_P172224	taar14e	NM_001082914 	1
A_15_P623926	eif3jb	NM_213502 	1
A_15_P403740	LOC560859	XM_009293956 	1
CUST_7639_PI425730982	prlrb	NM_001113500 	1
A_15_P629963	nudt13	NM_001044816 	1
A_15_P542942	stard8	NM_001126477 	1
A_15_P173301	zgc:162816	NM_001089489 	1
A_15_P112821	stk26	NM_001127477 	1
A_15_P532677	npc2	NM_173224 	1
A_15_P194601	syt5b	NM_001020546 	1
A_15_P310231	itpka	XM_687857 	1
A_15_P161036	zgc:110224	NM_001017642 	1
A_15_P100226	tmem14ca	NM_001045438 	1
A_15_P169766	heca	XM_005160757 	1
A_15_P724776	adam10a	NM_001159314 	1
A_15_P594182	si:dkey-242k1.6	XM_009303761 	1
A_15_P146766	si:ch211-284e13.5	XM_005165373 	1
A_15_P715781	si:dkey-33i22.3	XM_005160475 	1
A_15_P753336	hspa5	NM_213058 	1
A_15_P240366	si:ch211-183f23.2	XM_001337228 	1
A_15_P435500	cdh6	NM_001013520 	1
A_15_P579137	acadl	NM_201181 	1
A_15_P156936	si:ch1073-473i7.3	XM_001332828 	1
A_15_P640591	si:ch211-218m3.13	XM_001923107 	1
A_15_P103677	kdm6al	NM_001080193 	1
A_15_P737891	si:ch73-71c20.5	XM_689610 	1
A_15_P145896	senp3a	NM_001105114 	1
A_15_P172181	igsf21a	NM_001278321 	1
A_15_P558992	rac1l	XM_009295319 	1
A_15_P301546	si:ch211-250g4.3	XM_009294354 	1
CUST_14_PI425731107	celsr1a	XM_009300462 	1
CUST_3542_PI425730982	fgf18b	NM_001012379 	1
A_15_P177561	phf20a	XM_009306052 	1
A_15_P265376	sdccag3	NM_001110284 	1
CUST_1239_PI425731107	si:ch73-27e22.1	XM_001335435 	1
A_15_P119330	zgc:194246	NM_001135986 	1
A_15_P676421	LOC558023	XM_005169395 	1
A_15_P115575	ddx18	NM_001003411 	1
A_15_P152661	si:dkey-1b17.2	NM_001045035 	1
A_15_P465315	ppp2r5eb	NM_194412 	1
A_15_P166341	atoh1c	XM_003199570 	1
A_15_P154456	mak16	NM_173239 	1
A_15_P153236	gpr182	NM_001020478 	1
A_15_P376025	il6st	NM_001113504 	1
A_15_P739016	bckdhbl	XM_678216 	1
A_15_P625671	glud1b	NM_199545 	1
CUST_7803_PI425730982	serpine1	NM_001114559 	1
A_15_P631376	spsb3a	NM_001123008 	1
A_15_P151106	wdr78	NM_001020759 	1
A_15_P289506	LOC100333697	XM_002665604 	1
A_15_P683421	si:dkey-79f11.4	XM_009298343 	1
CUST_12357_PI425730982	ccno	XM_005168655 	1
A_15_P268431	LOC556339	XM_679108 	1
A_15_P415650	atp10d	NM_001145607 	1
A_15_P349770	ak5	NM_001100084 	1
CUST_11207_PI425730982	pcp4a	NM_001166122 	1
A_15_P182476	lrp12	NM_001083068 	1
CUST_3763_PI425730982	kcnab1a	NM_001014354 	1
A_15_P116684	nucks1a	NM_001004601 	1
A_15_P106546	hnrnpa0b	NM_214706 	1
CUST_2631_PI425731107	LOC103909509	XM_009295870 	1
A_15_P181506	sap30l	NM_214703 	1
A_15_P630891	hcrtr2	NM_001079868 	1
A_15_P752256	acadm	NM_213010 	1
A_15_P108276	pdia4	NM_199779 	1
A_15_P414450	arsk	NM_001077157 	1
A_15_P203116	gdf7	XM_689471 	1
A_15_P192341	ino80	NM_001045119 	1
A_15_P298811	LOC100535699	XM_009306747 	1
A_15_P116870	rpe65b	NM_001089433 	1
CUST_9082_PI425730982	si:ch211-247l8.10	XM_009291601 	1
CUST_8003_PI425730982	zgc:171435	NM_001122616 	1
A_15_P175321	cdk5r1b	NM_001002515 	1
A_15_P208101	slc29a4	NM_001080572 	1
A_15_P218237	trpm1a	NM_001080678 	1
A_15_P674571	bub3	NM_205709 	1
CUST_413_PI425730982	cdk8	NM_194408 	1
A_15_P409640	si:ch211-250i3.4	XM_689488 	1
A_15_P497182	hgs	NM_199868 	1
A_15_P310486	LOC103910199	XM_009299109 	1
A_15_P156006	nr1d2a	NM_001130592 	1
A_15_P726291	babam1	NM_001003752 	1
A_15_P393800	plcl1	XM_009304797 	1
A_15_P191366	nsd1a	XM_678798 	1
A_15_P696988	sh3rf2	XM_009291058 	1
A_15_P163021	nog5	NM_001082988 	1
A_15_P134906	cdc34a	NM_200958 	1
A_15_P100431	nkiras2	NM_001003433 	1
A_15_P173271	gpn2	NM_214801 	1
CUST_4459_PI425730982	LOC100333286	XM_003200189 	1
A_15_P236111	trim23	NM_001076644 	1
A_15_P183111	samhd1	NM_001159933 	1
A_15_P601652	atp5c1	NM_200041 	1
A_15_P144941	zgc:171682	NM_001105693 	1
A_15_P144011	LOC100006636	XM_009303133 	1
A_15_P110512	rps26	NM_200025 	1
A_15_P158241	or109-2	XM_009305541 	1
A_15_P620291	ophn1	NM_001002709 	1
A_15_P438055	psap	NM_131883 	1
A_15_P659251	nr4a1	NM_001002173 	1
A_15_P469955	wdr33	XM_009297073 	1
A_15_P690848	zgc:174710	NM_001114702 	1
A_15_P188371	cnn1a	NM_001145598 	1
A_15_P398900	prr16	NM_001110405 	1
CUST_5723_PI425730982	abcg2c	NM_001039639 	1
A_15_P726926	josd1	NM_001076595 	1
A_15_P499522	hirip3	NM_199823 	1
A_15_P221181	lrrtm2	XM_009297589 	1
A_15_P628676	g0s2	NM_001128743 	1
A_15_P657721	map1b	XM_003198629 	1
CUST_1515_PI425731064	LOC101885950	XM_005164361 	1
A_15_P260006	yars	NM_201316 	1
A_15_P134106	c1s	NR_027750 	1
A_15_P184076	cep135	NM_001199990 	1
A_15_P309816	si:dkey-208k22.3	NM_001114577 	1
A_15_P706296	rraga	NM_199714 	1
A_15_P188291	pdxkb	NM_001145586 	1
A_15_P144496	wdr76	NM_001198567 	1
A_15_P736111	calm3b	NM_199570 	1
A_15_P517087	mmrn2a	NM_001145706 	1
A_15_P165030	or128-6	NM_001128389 	1
A_15_P745264	stmn1a	NM_001040375 	1
A_15_P204591	cpne4	XM_009292581 	1
A_15_P100059	cpa1	NM_001020482 	1
A_15_P432340	tmem144b	NM_001005983 	1
A_15_P145841	gbgt1l2	NM_001127514 	1
A_15_P659961	pou2f3	NM_001199683 	1
A_15_P147556	pho	NM_001002867 	1
A_15_P156831	map3k15	XM_009297482 	1
A_15_P205017	rpl37	NM_001002069 	1
A_15_P630846	hoxa11b	NM_131147 	1
A_15_P162991	proza	NM_001077319 	1
A_15_P100399	zfand5a	NM_213039 	1
A_15_P747776	zgc:77486	XM_005166806 	1
A_15_P401585	bmp10	NM_001130600 	1
A_15_P202346	znf593	NM_200817 	1
A_15_P207021	ddb2	NM_001083061 	1
CUST_471_PI425730982	klhl41b	NM_198979 	1
A_15_P107779	esco2	NM_001003872 	1
A_15_P142531	zgc:153258	NM_001076579 	1
A_15_P737066	pygo2	NM_001033111 	1
A_15_P172906	rif1	NM_001080806 	1
A_15_P206166	slain2	NM_001044846 	1
A_15_P728066	eno3	NM_214723 	1
CUST_16018_PI425730982	arhgef33	XM_009293067 	1
A_15_P152926	zgc:153702	NM_001076592 	1
CUST_24251_PI425730982	ankrd34ba	XM_684338 	1
A_15_P529692	trap1	NM_001113625 	1
A_15_P411115	parp6b	XM_009298101 	1
CUST_1073_PI425730982	fam172a	NM_200418 	1
A_15_P269926	atp8a1	XM_009300804 	1
A_15_P393485	eva1bb	NM_001114461 	1
A_15_P494842	ppp1r3g	XM_005162938 	1
A_15_P755781	gapdh	NM_001115114 	1
CUST_11231_PI425730982	nlgn3b	NM_001166334 	1
A_15_P656876	tcf7l2	NM_131259 	1
A_15_P180951	or132-1	NM_001130797 	1
A_15_P721566	lxn	NM_001008596 	1
